,21.0191,2.67639e-17,28.3456
,21.0191,2.67639e-17,28.3456
,19.9028,2.34488e-17,28.1646
,18.2805,2.53463e-17,27.8654
,16.7534,2.81228e-17,27.4677
,15.3482,2.43178e-17,27.0127
,12.4955,3.10323e-17,24.9185
,11.1085,2.18979e-17,24.4887
,9.59864,2.4017e-17,24.1208
,8.02771,3.83632e-17,23.8208
,2.59728,7.06151e-17,20.4761
,1.60747,1.07555e-16,20.3207
,0.918365,1.34221e-16,20.2017
,0.519615,2.39007e-16,20.1214
,0.721595,4.70478e-16,20.0836
,4.49115,5.36476e-18,20.432
,6.48486,-7.58982e-17,20.4444
,7.37196,-1.12112e-16,20.4544
,7.75797,-7.09017e-17,20.4484
,7.91486,-3.09184e-16,20.4207
,9.00642,3.34899e-16,22.2738
,-16.1848,6.12302e-16,-36.4017
,5.01358,-1.14547e-17,10.6247
,7.08045,-9.92973e-17,19.1803
,8.06354,9.96765e-18,20.3401
,8.39983,3.65621e-17,20.7592
,8.37192,7.48994e-17,20.839
,8.38525,-1.17519e-17,20.966
,8.40664,1.02143e-16,21.0889
,8.42963,4.54186e-17,21.1947
,8.61393,5.74667e-17,21.4588
,8.51095,9.44409e-17,21.3927
,8.51013,5.55109e-17,21.4466
,8.52866,4.21536e-17,21.5322
,8.55071,2.18416e-17,21.6358
,8.61767,-8.19928e-18,21.9145
,8.55891,2.26552e-18,21.9197
,8.56243,6.95267e-17,22.0336
,8.57928,4.11016e-17,22.1662
,8.59867,-7.65293e-18,22.2999
,8.59988,-2.19473e-17,22.6825
,8.61889,8.31296e-17,22.5937
,8.65887,-2.79291e-17,22.6842
,8.68979,-2.75028e-16,22.8087
,8.89464,1.32655e-15,22.9444
,8.88241,1.96812e-16,23.3514
,8.99604,4.52797e-17,23.2646
,9.20008,1.55983e-16,23.3788
,9.53202,9.31082e-16,23.5362
,9.01612,-4.77107e-18,23.7795
,9.14295,-2.8525e-17,24.1286
,9.0007,-7.37368e-17,24.0694
,8.97812,2.59488e-17,24.1789
,8.97844,-2.04068e-17,24.325
,8.98173,6.0251e-17,24.4816
,9.17445,2.20731e-18,24.8865
,9.03618,-1.11176e-17,24.8504
,9.00594,5.33056e-17,24.9792
,8.99612,-1.28293e-17,25.1439
,8.98862,7.31386e-17,25.3173
,9.17927,9.20838e-18,25.7613
,9.02402,3.35475e-17,25.7149
,8.98053,2.12672e-17,25.8472
,8.86421,5.78496e-19,26.1666
,8.98574,4.28953e-17,26.2283
,9.06012,-6.99106e-17,26.4849
,8.83183,6.10216e-17,26.6728
,8.94048,-2.62368e-16,26.6855
,8.75587,1.32858e-16,26.9811
,8.8674,-7.56038e-18,27.0171
,8.6785,6.45218e-15,27.3619
,8.82235,-6.68553e-17,27.3771
,8.5833,-1.62464e-16,27.7788
,8.64645,-4.5065e-18,27.9423
,8.66783,-9.88942e-17,27.8901
,8.44502,2.45026e-16,28.3831
,8.50814,-4.23996e-17,28.5097
,8.41755,-2.37101e-17,28.659
,8.45191,-5.17686e-17,28.57
,8.14201,-3.04027e-17,29.1445
,8.26757,4.34727e-17,29.2989
,8.15056,-3.90604e-17,29.4286
,8.05656,-3.03071e-17,29.6084
,7.96542,-1.25546e-17,29.7878
,7.99911,7.1683e-17,29.5969
,7.66497,-2.37564e-16,30.3009
,7.74486,-3.71383e-17,30.3999
,7.61105,3.75227e-17,30.5493
,7.49502,2.95481e-17,30.7342
,7.38063,-2.97853e-17,30.9075
,7.30263,-4.87084e-17,31.0712
,7.17746,-8.44704e-18,31.2181
,7.04967,-1.84044e-17,31.3785
,6.91819,-3.52248e-17,31.5491
,6.78295,-2.31988e-17,31.7267
,6.82676,9.8443e-18,31.3542
,6.38682,-1.26455e-16,32.363
,6.43772,-3.04498e-17,32.3689
,6.26008,-5.25388e-17,32.4865
,6.1015,-3.59502e-17,32.6355
,5.9846,4.2751e-18,32.7623
,5.8234,6.08442e-17,32.8664
,5.65795,-5.08667e-17,32.977
,8.17851,-7.77971e-17,40.8663
,3.04259,-3.07575e-17,27.0338
,4.85386,-6.04872e-17,32.0923
,4.93771,-6.98592e-18,33.274
,4.8074,-8.02967e-18,33.6267
,4.63264,-1.03395e-17,33.8001
,6.73291,-1.70133e-17,41.3824
,2.33276,1.25543e-17,28.0791
,3.85874,-1.5928e-17,32.8903
,3.8604,-2.52419e-17,33.9841
,3.69955,-1.12531e-18,34.2862
,5.15625,-2.75979e-19,41.8144
,1.94202,3.91357e-18,28.6089
,2.95219,-2.4682e-17,33.3976
,2.89414,1.79413e-17,34.4554
,2.71228,2.75459e-18,34.73
,3.4899,1.27921e-17,42.1882
,1.53056,1.34215e-17,29.0105
,1.98958,-3.44286e-17,33.7666
,1.87723,2.96129e-17,34.782
,1.68989,8.69136e-19,42.4834
,1.57919,1.85442e-17,29.0924
,1.19758,-2.63815e-17,33.952
,1.04714,-6.93453e-18,34.9484
,-0.158083,-2.57956e-17,42.6933
,1.68845,-5.76146e-17,29.1523
,0.348735,-2.99207e-17,34.03
,0.203779,1.24013e-17,35.0297
,-1.11811,7.79781e-17,42.8092
,0.895339,8.52286e-17,29.1428
,-0.461611,-2.24716e-17,34.0184
,-0.684573,7.15755e-18,34.9961
,-1.50483,-2.47504e-17,42.8293
,-0.47651,-5.36016e-17,29.0432
,-1.26954,-1.77824e-17,33.9177
,-1.52655,2.06457e-18,34.8818
,-1.11787,5.04351e-17,42.8096
,-2.65471,-8.92438e-17,28.7966
,-2.0665,-2.6573e-17,33.7394
,-2.35381,-3.05298e-17,34.6839
,-2.58644,-3.22284e-17,34.8229
,-2.78429,-3.38282e-17,42.7309
,-3.1465,-2.72882e-17,28.3472
,-3.03909,-4.22597e-17,33.3754
,-3.36421,-2.15456e-17,34.3104
,-3.59655,-3.12495e-17,34.4257
,-4.43089,-1.96466e-17,42.557
,-3.56827,-1.8766e-17,27.6972
,-3.95521,-2.11211e-17,32.8618
,-4.31886,-3.52938e-17,33.8047
,-4.54863,-2.84903e-17,33.9024
,-4.74712,-2.22018e-17,33.8253
,-7.85473,-6.15663e-17,41.9512
,-2.4459,-1.64277e-17,27.022
,-4.96575,-2.81733e-17,32.074
,-5.37931,-2.99814e-17,33.0412
,-5.60383,-3.79588e-17,33.1228
,-5.74887,-3.43517e-17,33.0444
,-5.91628,-3.62803e-17,32.899
,-9.27398,-8.30551e-17,41.5142
,-3.49515,-2.71523e-17,25.5747
,-5.99142,-4.16858e-17,30.9601
,-6.43144,-6.26713e-17,31.9898
,-6.64544,-4.6281e-17,32.0548
,-6.8046,-3.50816e-17,31.9328
,-6.94886,-4.46863e-17,31.7715
,-7.08683,-5.53487e-17,31.6002
,-7.1878,-3.57684e-17,31.4474
,-7.31448,-3.51798e-17,31.263
,-7.43963,-2.59595e-17,31.0796
,-7.56096,-3.50681e-17,30.8943
,-7.67821,-1.41148e-17,30.7072
,-7.76059,-3.01157e-17,30.5417
,-12.7556,-8.12262e-17,39.821
,-3.80976,-1.97326e-17,22.6098
,-7.42674,-2.1516e-17,28.3442
,-8.03675,-3.05659e-17,29.4387
,-8.20651,-2.2456e-17,29.5288
,-8.31478,-1.12251e-17,29.3832
,-8.40798,-2.40891e-17,29.1791
,-8.48613,-2.46891e-17,29.0127
,-8.56239,-2.09771e-17,28.843
,-8.60822,-3.15075e-17,28.681
,-8.67473,-1.94004e-17,28.4757
,-8.73968,-2.66972e-17,28.2607
,-8.80079,-2.10019e-17,28.0413
,-8.85786,-2.39581e-17,27.8247
,-8.88572,-3.7779e-18,27.6383
,-8.9327,-3.12105e-17,27.4363
,-8.9787,-3.13767e-17,27.2453
,-9.02176,-5.23264e-18,27.0599
,-9.06168,-1.98862e-17,26.8755
,-9.0749,-3.55433e-17,26.7105
,-9.10599,-1.86664e-17,26.5176
,-9.13617,-3.22866e-17,26.3236
,-9.16341,-1.87004e-17,26.1284
,-9.18752,-1.64512e-17,25.9336
,-9.08644,-3.25099e-17,25.592
,-9.18211,-1.96808e-17,25.5385
,-9.21367,-8.39751e-18,25.3817
,-9.22974,-5.72718e-18,25.2067
,-9.24058,-1.83368e-17,25.0301
,-9.0408,-4.09621e-17,24.5747
,-9.19387,-6.84901e-18,24.6393
,-9.2274,1.47384e-17,24.5142
,-9.23431,1.24063e-16,24.3515
,-9.24281,-2.79012e-17,24.2108
,-9.0483,2.31521e-18,23.817
,-9.17321,2.29165e-17,23.8651
,-9.18742,-1.71208e-17,23.7488
,-9.17798,3.91656e-18,23.6021
,-9.16257,-1.94505e-17,23.4515
,-8.96625,-3.9659e-18,23.0874
